ds,yhat,yhat_lower,yhat_upper
2020-07-28,4524018.91463116,4503148.538993201,4545776.585325201
2020-07-29,4612263.348071064,4590254.425759557,4632892.108873618
2020-07-30,4703460.692201685,4681659.202977574,4726408.432116512
2020-07-31,4792410.726038261,4769449.149915367,4817251.105369263
2020-08-01,4881344.638771878,4856481.530988299,4908889.717552983
2020-08-02,4960677.067374988,4934498.0061710235,4989427.230961545
2020-08-03,5050626.015029281,5018662.224701567,5080619.591947336
