ds,yhat,yhat_lower,yhat_upper
2020-07-28,2475350.498408051,2470202.472289737,2480213.9768647086
2020-07-29,2535398.443351121,2529978.0385276205,2540614.2268450065
2020-07-30,2592420.7376309,2586040.8680336825,2598434.261422028
2020-07-31,2648865.464972202,2641909.729969307,2655991.243466579
2020-08-01,2691549.4512238624,2684450.3393686786,2698845.8886109046
2020-08-02,2712010.380765075,2703723.974524481,2722606.7451929343
2020-08-03,2728895.7059994163,2718584.375195559,2741720.4489185996
