ds,yhat,yhat_lower,yhat_upper
2020-07-28,16702863.126328686,16695129.474581242,16711040.854547527
2020-07-29,16973468.685688082,16964583.339801766,16982524.713598866
2020-07-30,17257050.98626647,17247011.89768626,17268590.206707183
2020-07-31,17541311.143380918,17526918.321663924,17560322.85876832
2020-08-01,17787836.406189367,17766576.44216412,17814972.407831024
2020-08-02,17995859.586613324,17963036.347351808,18039337.559810955
2020-08-03,18201541.2489052,18157405.651600305,18253739.56614082
