ds,yhat,yhat_lower,yhat_upper
2020-07-28,88916.44972283249,88800.28281808808,89040.23016014392
2020-07-29,90277.81932685523,90156.76793195526,90400.1243104067
2020-07-30,91724.65434912716,91601.41462224226,91844.8220028384
2020-07-31,92959.21081598966,92806.81771155212,93108.06783568449
2020-08-01,94021.93611972815,93859.60255769626,94197.30764201304
2020-08-02,94411.36662372146,94222.65975879057,94604.89647230429
2020-08-03,94910.60224834223,94668.0848620799,95125.67388659935
