ds,yhat,yhat_lower,yhat_upper
2020-07-28,9605734.180904627,9580643.41716582,9629252.67276704
2020-07-29,9781291.63667824,9756208.850781763,9805067.485879742
2020-07-30,9958578.12970919,9931765.404756112,9983819.829691444
2020-07-31,10132340.05545806,10101950.457185866,10159683.119206794
2020-08-01,10304051.024166234,10272256.95273029,10331328.316233901
2020-08-02,10461846.274909696,10424858.457631122,10496588.589018214
2020-08-03,10630404.854372617,10584458.396727193,10669816.709281227
