ds,yhat,yhat_lower,yhat_upper
2020-07-28,969703.992604708,966795.379884831,972478.4314985672
2020-07-29,999126.1065165042,996154.3094238929,1002225.1842427058
2020-07-30,1029669.1418525752,1026258.1227288418,1032725.3572417984
2020-07-31,1059563.2023724008,1056204.2419563057,1063013.9316907488
2020-08-01,1089041.4283709123,1085077.3650741957,1093437.2768731571
2020-08-02,1118080.14205266,1113677.6775366603,1123056.8309157733
2020-08-03,1147377.476160013,1142000.7682315838,1153578.6733294285
