ds,yhat,yhat_lower,yhat_upper
2020-07-28,540145.9626826011,525505.5034558825,554530.5024276894
2020-07-29,543395.7410304022,527647.816382146,557973.1912573866
2020-07-30,543045.6026655285,528080.8994776135,558349.2219881081
2020-07-31,545894.2984657568,530491.2597050193,560748.060714749
2020-08-01,548060.5483134914,531009.2679349915,564308.6395738766
2020-08-02,548331.2907442164,531140.9873999088,565721.0339433812
2020-08-03,543307.5625655592,525252.2440945139,560918.1504212688
