ds,yhat,yhat_lower,yhat_upper
2020-07-28,4113895.0194137986,4091351.2117641447,4135254.2443166054
2020-07-29,4178058.9533575964,4156304.022080518,4201260.516501231
2020-07-30,4235410.897648568,4212485.167498401,4258554.45834946
2020-07-31,4303304.821668984,4279395.638984555,4328160.114228342
2020-08-01,4347062.680468997,4321608.158817418,4374614.05734076
2020-08-02,4402093.696360967,4372706.021178171,4434079.545924166
2020-08-03,4414303.884726868,4383079.096276411,4449606.477526163
