ds,yhat,yhat_lower,yhat_upper
2020-07-28,97294.50789662637,95623.09202214461,98944.59718468062
2020-07-29,98769.91073029103,97045.13023057395,100514.96426410072
2020-07-30,100461.81179056033,98751.2043825405,102279.30427797469
2020-07-31,101864.02107737747,99891.96836024306,103981.48064696231
2020-08-01,103066.50197066973,100548.9153258919,105423.31476937688
2020-08-02,104409.1923034993,101423.57056958668,107370.97027341985
2020-08-03,106082.79153398811,102324.85199955537,109695.18886234218
