ds,yhat,yhat_lower,yhat_upper
2020-07-28,34243.636118520495,34128.91893735733,34359.41323995386
2020-07-29,34997.98932283967,34881.35835229692,35115.52882647514
2020-07-30,35741.961935887295,35610.09799468,35878.45157505459
2020-07-31,36483.255639354,36335.52316890579,36639.89982606446
2020-08-01,37203.33170899308,37034.217421450565,37391.24890132242
2020-08-02,37925.071053561776,37739.928242564754,38127.5417869191
2020-08-03,38643.81654606374,38409.172073449074,38925.49487582445
