ds,yhat,yhat_lower,yhat_upper
2020-07-28,6456493.398030803,6433870.971498577,6479075.10887715
2020-07-29,6530785.587033109,6507357.011529456,6554310.04009803
2020-07-30,6606927.281909054,6582613.588544,6630984.504390376
2020-07-31,6691935.108965643,6666214.209853369,6718693.587892803
2020-08-01,6755257.058105363,6725979.586743829,6783488.816972226
2020-08-02,6840620.5770271355,6807967.879791196,6877770.3140443405
2020-08-03,6883048.741079183,6842266.573929359,6923133.79022708
