ds,yhat,yhat_lower,yhat_upper
2020-07-28,28760.757494011254,28483.8664605117,29064.10598035789
2020-07-29,28814.660304600515,28508.1045381102,29119.421935049377
2020-07-30,28864.72584900632,28526.13045097793,29190.597165648443
2020-07-31,29027.926132502907,28702.2397497132,29385.13101565294
2020-08-01,29051.290888257172,28681.402289730224,29439.46952365373
2020-08-02,29054.285545308336,28661.909368898152,29464.51496606665
2020-08-03,28926.122298703278,28436.530680679338,29379.94346595743
