ds,yhat,yhat_lower,yhat_upper
2020-07-28,661039.2964013215,660158.5242336713,661876.997560834
2020-07-29,667709.0751208377,666836.1788109464,668544.292183954
2020-07-30,674431.4814054385,673412.1993961503,675482.1761723842
2020-07-31,680887.6485261319,679719.9093714368,682079.0093517265
2020-08-01,686716.0433862918,685308.2771231438,688090.0439924394
2020-08-02,691869.4075625148,689928.941000504,693814.9843041034
2020-08-03,697214.5458149872,694852.2515826563,699770.4241656266
