ds,yhat,yhat_lower,yhat_upper
2020-07-28,347139.9529210625,346555.2618738827,347728.0276161925
2020-07-29,351406.843941856,350777.21951046,352020.28985015093
2020-07-30,355830.328447688,355188.08694809355,356460.0665487171
2020-07-31,359896.5725019261,359172.3940368447,360622.33964792785
2020-08-01,363615.3683382323,362854.5186768636,364491.86927584774
2020-08-02,366881.63528186525,365999.5656904884,367804.50699691527
2020-08-03,370334.0532484027,369213.5364050116,371515.27540826396
