ds,yhat,yhat_lower,yhat_upper
2020-07-28,276042.6499702544,274508.458610485,277460.232957233
2020-07-29,277806.9839328926,276222.2095591805,279345.48995584523
2020-07-30,279683.9492717275,278027.37299738167,281420.82251344365
2020-07-31,281031.0981623485,279261.95069346135,283081.4355208475
2020-08-01,282350.0307072098,280062.65987795545,284609.8485002735
2020-08-02,283623.47643327597,280868.0343491317,286546.32784053154
2020-08-03,285192.7323325705,281589.4018456084,289051.10795711284
